Entity,COR,INC,PAR,SPU,MIS,IGN
"10 20 cents",0,0,0,0,0,1
"4 billion lei",0,0,0,0,0,1
"7 cents",0,0,0,0,0,1
"300,000 naira",0,0,0,0,0,1
"112 yen",0,0,0,0,0,1
"78 cents",0,0,0,0,0,1
"millions of dollars",0,0,0,0,0,1
"3,710 marks",0,0,0,0,0,1
"4 centavos 1 cent",0,0,0,0,0,1
"5607 marks",0,0,0,0,0,1
"five marks",0,0,0,0,0,1
"18,000",0,0,0,0,0,1
"460,000 francs",0,0,0,0,0,1
"some 40 million Swiss francs",0,0,0,0,0,1
"115 yen",0,0,0,0,0,1
"95 cent",0,0,0,0,0,1
"20 cents",0,0,0,0,0,1
"billions of yen",0,0,0,0,0,1
"67 cents",0,0,0,0,0,1
"about 16,000 francs",0,0,0,0,0,1
"five million riels 2,000",0,0,0,0,0,1
"hundreds of millions of Belgian francs",0,0,0,0,0,1
"250,000",0,0,0,0,0,1
"15 trillion",0,0,0,0,0,1
"9. 32 billion",0,0,0,0,0,1
"40 yen",0,0,0,0,0,1
"25 cents",0,0,0,0,0,1
"13 bps",0,0,0,0,0,1
"12,350 rupees",0,0,0,0,0,1
"almost 15 cents",0,0,0,0,0,1
"420 billion lei",0,0,0,0,0,1
"069 billion lei",0,0,0,0,0,1
"15 billion",0,0,0,0,0,1
"5 cents",0,0,0,0,0,1
"25,000 Swiss francs 20,850",0,0,0,0,0,1
"4767",0,0,0,0,0,1
"5338 marks",0,0,0,0,0,1
"57,600",0,0,0,0,0,1
"more than 2 billion",0,0,0,0,0,1
"84 billion kroons",0,0,0,0,0,1
"more than 15 cents",0,0,0,0,0,1
"02 cents",0,0,0,0,0,1
"2 cents",0,0,0,0,0,1
"A 100 million",0,0,0,0,0,1
"30,000",0,0,0,0,0,1
"1st Euro",0,0,0,0,0,1
"5 million pounds 5",0,0,0,0,0,1
"15 million pounds",0,0,0,0,0,1
"between 25 45 cents",0,0,0,0,0,1
"4,900 rupees",0,0,0,0,0,1
"92 yen",0,0,0,0,0,1
"8 million French francs",0,0,0,0,0,1
"100,000 33,000",0,0,0,0,0,1
"85 cents",0,0,0,0,0,1
"22 cents",0,0,0,0,0,1
"6 mln",0,0,0,0,0,1
"56 yen",0,0,0,0,0,1
"00 yen 30",0,0,0,0,0,1
"eight cents",0,0,0,0,0,1
"775 million refunding",0,0,0,0,0,1
"38,000 roubles seven dollars",0,0,0,0,0,1
"between 108 and 110 yen",0,0,0,0,0,1
"150 rupees",0,0,0,0,0,1
"1 million French francs",0,0,0,0,0,1
"billions of dollars",0,0,0,0,0,1
"3 cents",0,0,0,0,0,1
"13 trillion roubles",0,0,0,0,0,1
"688,000 31,000 1,810,000",0,0,0,0,0,1
"one cent",0,0,0,0,0,1
"63 cents",0,0,0,0,0,1
"75,000 Swiss francs",0,0,0,0,0,1
"7 billion zlotys",0,0,0,0,0,1
"3,000 naira 37",0,0,0,0,0,1
"each dollar",0,0,0,0,0,1
"460,000 Swiss francs",0,0,0,0,0,1
"39 cents",0,0,0,0,0,1
"3 yuan",0,0,0,0,0,1
"87 cent",0,0,0,0,0,1
"36,000 rupees",0,0,0,0,0,1
"34 million yuan 4",0,0,0,0,0,1
"75 cents",0,0,0,0,0,1
"7,450 rupees",0,0,0,0,0,1
"7 centavos 1 cent",0,0,0,0,0,1
"more than 10 cents",0,0,0,0,0,1
"seven dollars",0,0,0,0,0,1
"64 yen",0,0,0,0,0,1
"multi billion dollar",0,0,0,0,0,1
"80 cents",0,0,0,0,0,1
"about 53 million francs",0,0,0,0,0,1
"7,700 100 59,400",0,0,0,0,0,1
"a dollar",0,0,0,0,0,1
"1. 54 trillion",0,0,0,0,0,1
"2. 96 trillion",0,0,0,0,0,1
"about 10 cents",0,0,0,0,0,1
"06 cents",0,0,0,0,0,1
"12 cents",0,0,0,0,0,1
"10 cents",0,0,0,0,0,1
"6,300 rupees",0,0,0,0,0,1
"5 billion lei",0,0,0,0,0,1
"39,200 rupees",0,0,0,0,0,1
"1. 2 billion crowns",0,0,0,0,0,1
"approximately US 24 billion",0,0,0,0,0,1
"50 yen",0,0,0,0,0,1
"132,000 6,000 336,000",0,0,0,0,0,1
"1 80 naira",0,0,0,0,0,1
"4,000 pounds 6,600",0,0,0,0,0,1
"09 cents",0,0,0,0,0,1
*TOTAL*,0,0,0,0,0,107
